BGC Locus,BGC Definition,Start,End,Length,Product,Locus Tag,Note,Gene Functions,Description,Gene Ontologies,Gene Kind
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,12496,13795,1299,,ctg175_13,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,13831,14776,945,,ctg175_14,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,14834,15050,216,,ctg175_15,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,15046,15271,225,,ctg175_16,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,15434,15800,366,,ctg175_17,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,15814,16132,318,,ctg175_18,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,16415,16625,210,,ctg175_19,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,16682,18197,1515,,ctg175_20,,biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (rule-based-clusters) NAD_binding_4;biosynthetic-additional (smcogs) SMCOG1047:phosphopantetheine-binding domain-containing protein (Score: 68.5; E-value: 7.3e-21),,,biosynthetic-additional
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,18199,19870,1671,,ctg175_21,,biosynthetic-additional (smcogs) SMCOG1021:malonyl CoA-acyl carrier protein transacylase (Score: 507.5; E-value: 9.1e-154),,,biosynthetic-additional
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,20001,23316,3315,,ctg175_22,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: tra_KS;biosynthetic-additional (smcogs) SMCOG1093:Beta-ketoacyl synthase (Score: 65.7; E-value: 5.1e-20),,,biosynthetic
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,23320,24673,1353,,ctg175_23,,biosynthetic (rule-based-clusters) hglE-KS: hglD;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 243; E-value: 9.6e-74),,,biosynthetic
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,24861,26592,1731,,ctg175_24,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,0,108,108,,ctg176_1,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,736,1918,1182,,ctg176_2,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,2047,2437,390,,ctg176_3,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,2459,3218,759,,ctg176_4,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,3757,4039,282,,ctg176_5,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,4445,5267,822,,ctg176_6,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,5325,5739,414,,ctg176_7,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,5779,5944,165,,ctg176_8,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,6124,6517,393,,ctg176_9,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,6812,8723,1911,,ctg176_10,,biosynthetic (rule-based-clusters) terpene: terpene_cyclase,,,biosynthetic
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,8838,10014,1176,,ctg176_11,,biosynthetic-additional (rule-based-clusters) Glycos_transf_2,,,biosynthetic-additional
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,10339,11035,696,,ctg176_12,,,,,
samp_4324_maxbin_53_contig_286_terpene,samp_4324_maxbin_53_contig_286_terpene,11133,13692,2559,,ctg176_13,,transport (smcogs) SMCOG1049:AcrB/AcrD/AcrF family protein (Score: 414.4; E-value: 1.5e-125),,,transport
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,473,587,114,,ctg177_1,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,825,3564,2739,,ctg177_2,,biosynthetic (rule-based-clusters) NRPS-like: PP-binding;biosynthetic (rule-based-clusters) NRPS-like: AMP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 311.3; E-value: 1.6e-94),,,biosynthetic
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,4188,5571,1383,,ctg177_3,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,6590,7952,1362,,ctg177_4,,other (smcogs) SMCOG1194:DNA polymerase III subunit alpha (Score: 296.1; E-value: 9.3e-90),,,other
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,7983,8229,246,,ctg177_5,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,8297,9284,987,,ctg177_6,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,9517,10978,1461,,ctg177_7,,biosynthetic-additional (smcogs) SMCOG1105:amidase (Score: 559.5; E-value: 1e-169),,,biosynthetic-additional
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,11168,11552,384,,ctg177_8,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,11524,12520,996,,ctg177_9,,biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 115.6; E-value: 4.4e-35),,,biosynthetic-additional
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,12656,13673,1017,,ctg177_10,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 244.8; E-value: 1.5e-74),,,transport
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,14044,14662,618,,ctg177_11,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,14732,15032,300,,ctg177_12,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,15106,15883,777,,ctg177_13,,biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (rule-based-clusters) adh_short_C2;biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 270.9; E-value: 1.6e-82),,,biosynthetic-additional
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,15947,17036,1089,,ctg177_14,,biosynthetic-additional (rule-based-clusters) Glycos_transf_4,,,biosynthetic-additional
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,17217,18906,1689,,ctg177_15,,other (smcogs) SMCOG1299:chaperonin GroEL (Score: 829.9; E-value: 1.2e-251),,,other
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,18933,19035,102,,ctg177_16,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,19122,19239,117,,ctg177_17,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,19260,20652,1392,,ctg177_18,,other (smcogs) SMCOG1054:hypothetical protein (Score: 183.5; E-value: 1.4e-55),,,other
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,21436,22888,1452,,ctg177_19,,,,,
samp_4324_maxbin_53_contig_388_NRPS-like,samp_4324_maxbin_53_contig_388_NRPS-like,22997,23564,567,,ctg177_20,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,0,456,456,,ctg178_1,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,452,1505,1053,,ctg178_2,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,1531,1918,387,,ctg178_3,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,2094,3294,1200,,ctg178_4,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,3327,3780,453,,ctg178_5,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,3810,4116,306,,ctg178_6,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,4025,5054,1029,,ctg178_7,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,5348,7841,2493,,ctg178_8,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,7833,8967,1134,,ctg178_9,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,8989,9775,786,,ctg178_10,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,9758,10331,573,,ctg178_11,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,10550,10967,417,,ctg178_12,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,11098,11359,261,,ctg178_13,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,11312,13463,2151,,ctg178_14,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,13462,14533,1071,,ctg178_15,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,14529,15873,1344,,ctg178_16,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,16222,16750,528,,ctg178_17,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,16803,18444,1641,,ctg178_18,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,18443,19292,849,,ctg178_19,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,19293,20469,1176,,ctg178_20,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,20468,20831,363,,ctg178_21,,,,,
samp_4332_VAMB_1155_contig_65_terpene,samp_4332_VAMB_1155_contig_65_terpene,20969,21299,330,,ctg178_22,,,,,
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,2,1079,1077,,ctg179_1,,,,,
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,1181,2741,1560,,ctg179_2,,transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 127.5; E-value: 9.7e-39),,,transport
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,2767,4657,1890,,ctg179_3,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 117.8; E-value: 1.1e-35),,,transport
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,4700,5888,1188,,ctg179_4,,biosynthetic (rule-based-clusters) T3PKS: Chal_sti_synt_N;biosynthetic (rule-based-clusters) T3PKS: Chal_sti_synt_C;biosynthetic-additional (smcogs) SMCOG1024:chalcone and stilbene synthase domain protein (Score: 303.7; E-value: 2.3e-92),,,biosynthetic
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,6041,7655,1614,,ctg179_5,,,,,
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,7821,7995,174,,ctg179_6,,,,,
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,7965,8295,330,,ctg179_7,,,,,
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,8639,9302,663,,ctg179_8,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 217.3; E-value: 3.9e-66),,,transport
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,9314,10601,1287,,ctg179_9,,,,,
samp_4434_metabat2_58_contig_50_T3PKS,samp_4434_metabat2_58_contig_50_T3PKS,11026,11731,705,,ctg179_10,,,,,
samp_4434_metabat2_58_contig_120_NRPS-like,samp_4434_metabat2_58_contig_120_NRPS-like,2,8306,8304,,ctg180_1,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 468.4; E-value: 4.5e-142),,,biosynthetic
samp_4434_metabat2_58_contig_120_NRPS-like,samp_4434_metabat2_58_contig_120_NRPS-like,8302,9595,1293,,ctg180_2,,biosynthetic-additional (rule-based-clusters) AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 196.4; E-value: 1.1e-59),,,biosynthetic-additional
samp_4434_metabat2_58_contig_186_NRPS-like,samp_4434_metabat2_58_contig_186_NRPS-like,1,175,174,,ctg181_1,,,,,
samp_4434_metabat2_58_contig_186_NRPS-like,samp_4434_metabat2_58_contig_186_NRPS-like,158,1223,1065,,ctg181_2,,,,,
samp_4434_metabat2_58_contig_186_NRPS-like,samp_4434_metabat2_58_contig_186_NRPS-like,1235,2945,1710,,ctg181_3,,,,,
samp_4434_metabat2_58_contig_186_NRPS-like,samp_4434_metabat2_58_contig_186_NRPS-like,3179,5183,2004,,ctg181_4,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 118.2; E-value: 7.7e-36),,,transport
samp_4434_metabat2_58_contig_186_NRPS-like,samp_4434_metabat2_58_contig_186_NRPS-like,5245,8425,3180,,ctg181_5,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 380; E-value: 2.3e-115),,,biosynthetic
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,1015,2020,1005,,ctg182_1,,other (smcogs) SMCOG1272:TPR repeat-containing protein (Score: 85.6; E-value: 5.8e-26),,,other
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,2073,4677,2604,,ctg182_2,,biosynthetic (rule-based-clusters) RRE-containing: Thiaglutamate_G_RRE;transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 99.3; E-value: 3.5e-30),,,biosynthetic
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,4759,5905,1146,,ctg182_3,,biosynthetic-additional (smcogs) SMCOG1053:beta-lactamase (Score: 220.8; E-value: 4e-67),,,biosynthetic-additional
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,5979,6378,399,,ctg182_4,,,,,
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,6629,11603,4974,,ctg182_5,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 390.6; E-value: 1.4e-118),,,biosynthetic
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,11665,19417,7752,,ctg182_6,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 363.1; E-value: 3.2e-110),,,biosynthetic
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,19413,19647,234,,ctg182_7,,biosynthetic-additional (smcogs) SMCOG1009:mbtH-like protein (Score: 83.2; E-value: 1.3e-25),,,biosynthetic-additional
samp_4434_metabat2_58_contig_297_NRPS,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing,19907,19973,66,,ctg182_8,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,75,1506,1431,,ctg183_1,,biosynthetic-additional (smcogs) SMCOG1222:dehydrogenase (Score: 45.9; E-value: 6.9e-14),,,biosynthetic-additional
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,1611,2544,933,,ctg183_2,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,2607,3084,477,,ctg183_3,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,3080,3284,204,,ctg183_4,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,3453,4161,708,,ctg183_5,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,4330,4732,402,,ctg183_6,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,4800,5592,792,,ctg183_7,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,5630,6191,561,,ctg183_8,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,6434,6677,243,,ctg183_9,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,6737,7430,693,,ctg183_10,,other (smcogs) SMCOG1208:pirin domain-containing protein (Score: 219.4; E-value: 9.7e-67),,,other
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,7935,8508,573,,ctg183_11,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,8578,9538,960,,ctg183_12,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,9656,15578,5922,,ctg183_13,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: ene_KS;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 230.7; E-value: 5.2e-70),,,biosynthetic
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,15627,16194,567,,ctg183_14,,,,,
samp_4434_metabat2_58_contig_508_T1PKS,samp_4434_metabat2_58_contig_508_T1PKS / terpene,16358,17306,948,,ctg183_15,,,,,
samp_4434_metabat2_58_contig_530_NRPS-like,samp_4434_metabat2_58_contig_530_NRPS-like / NRPS,2,224,222,,ctg184_1,,,,,
samp_4434_metabat2_58_contig_530_NRPS-like,samp_4434_metabat2_58_contig_530_NRPS-like / NRPS,501,4716,4215,,ctg184_2,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 428.6; E-value: 5.4e-130),,,biosynthetic
samp_4434_metabat2_58_contig_530_NRPS-like,samp_4434_metabat2_58_contig_530_NRPS-like / NRPS,4881,7932,3051,,ctg184_3,,biosynthetic (rule-based-clusters) NRPS-like: PP-binding;biosynthetic (rule-based-clusters) NRPS-like: AMP-binding,,,biosynthetic
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,2,446,444,,ctg185_1,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,1673,1949,276,,ctg185_2,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,2155,2383,228,,ctg185_3,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,2400,3087,687,,ctg185_4,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 205.4; E-value: 1.7e-62),,,transport
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,3131,10820,7689,,ctg185_5,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: ene_KS;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 249.9; E-value: 7.6e-76),,,biosynthetic
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,10988,11837,849,,ctg185_6,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,12011,12623,612,,ctg185_7,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,13560,13827,267,,ctg185_8,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,13777,14020,243,,ctg185_9,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,15037,15631,594,,ctg185_10,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,15602,16841,1239,,ctg185_11,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,17268,17643,375,,ctg185_12,,,,,
samp_4434_metabat2_58_contig_545_T1PKS,samp_4434_metabat2_58_contig_545_T1PKS,17779,18079,300,,ctg185_13,,,,,
samp_4321_concoct_295_contig_35_terpene,samp_4321_concoct_295_contig_35_terpene,0,549,549,,ctg186_1,,,,,
samp_4321_concoct_295_contig_35_terpene,samp_4321_concoct_295_contig_35_terpene,905,1871,966,,ctg186_2,,biosynthetic-additional (smcogs) SMCOG1268:mandelate racemase/muconate lactonizing enzyme (Score: 60.3; E-value: 2.4e-18),,,biosynthetic-additional
samp_4321_concoct_295_contig_35_terpene,samp_4321_concoct_295_contig_35_terpene,1846,3199,1353,,ctg186_3,,biosynthetic-additional (rule-based-clusters) AMP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 125.9; E-value: 2.5e-38),,,biosynthetic-additional
samp_4321_concoct_295_contig_35_terpene,samp_4321_concoct_295_contig_35_terpene,3213,4644,1431,,ctg186_4,,transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 130.6; E-value: 1.1e-39),,,transport
samp_4321_concoct_295_contig_35_terpene,samp_4321_concoct_295_contig_35_terpene,4653,5862,1209,,ctg186_5,,,,,
